,WorkerId,sample_id,candidates_paragraphs,first_paragraph,answer
10,REDACTED2,300How can viruses spread disease?,"[""Electromagnet creates magnetic field with electricity.\nConductive copper wire is wrapped around a piece of metal.\nAn electric current gets introduced from power source.\nFlows through the wire.\nMagnetic field gets created in the wire.\nAnd the metal gets magnetized.\nWhen turned off it is no longer magnetic."", ""Networks of trees start forming.\nThe trees die off.\nThe dead material provides nutrients for more trees.\nThe rising trees provide shelter.\nAnd more organisms begin to thrive.\nThe ecosystem known as a forest is made."", ""Cells obtain glucose and oxygen.\nThe glucose and oxygen create carbon dioxide.\nThe cells release energy.\nThe cells don't have enough oxygen to repeat this.\nThe cells obtain more oxygen from the air.\nThe cells repeat this process."", ""Viruses are microscopic agents that can invade cells and reproduce, often leading to the spread of disease. They can produce toxins and cause inflammation in the cells they invade, leading to the development of illnesses. In some cases, the toxins produced by the viruses can travel to other parts of the body, spreading the disease further.""]","Electromagnet creates magnetic field with electricity.
 Conductive copper wire is wrapped around a piece of metal.
 An electric current gets introduced from power source.
 Flows through the wire.
 Magnetic field gets created in the wire.
 And the metal gets magnetized.
 When turned off it is no longer magnetic.",C4
11,REDACTED1,300How can viruses spread disease?,"[""Electromagnet creates magnetic field with electricity.\nConductive copper wire is wrapped around a piece of metal.\nAn electric current gets introduced from power source.\nFlows through the wire.\nMagnetic field gets created in the wire.\nAnd the metal gets magnetized.\nWhen turned off it is no longer magnetic."", ""Networks of trees start forming.\nThe trees die off.\nThe dead material provides nutrients for more trees.\nThe rising trees provide shelter.\nAnd more organisms begin to thrive.\nThe ecosystem known as a forest is made."", ""Cells obtain glucose and oxygen.\nThe glucose and oxygen create carbon dioxide.\nThe cells release energy.\nThe cells don't have enough oxygen to repeat this.\nThe cells obtain more oxygen from the air.\nThe cells repeat this process."", ""Viruses are microscopic agents that can invade cells and reproduce, often leading to the spread of disease. They can produce toxins and cause inflammation in the cells they invade, leading to the development of illnesses. In some cases, the toxins produced by the viruses can travel to other parts of the body, spreading the disease further.""]","Electromagnet creates magnetic field with electricity.
 Conductive copper wire is wrapped around a piece of metal.
 An electric current gets introduced from power source.
 Flows through the wire.
 Magnetic field gets created in the wire.
 And the metal gets magnetized.
 When turned off it is no longer magnetic.",C4
12,REDACTED2,652Describe the life cycle of a frog,"[""There are places inside Earth where rock will melt.\nMelted rock inside the Earth is also called molten rock, or magma.\nMagma moves up through Earth's crust, but it does not always reach the surface.\nWhen magma erupts onto Earth's surface, it is known as lava.\nAs lava flows from volcanoes it starts to cool.\nMinerals form when magma and lava cool."", ""A frog's life cycle begins when it reproduces and lays eggs that hatch into tadpoles. The tadpoles then grow and develop into adult frogs. During this process, the frog matures and reaches maturity. Once mature, the adult frog eats a variety of insects and other small creatures. At the end of its life cycle, the frog dies and the cycle begins again."", ""A female fish lays eggs.\nLarvae hatch from the eggs.\nThe larvae eat and grow.\nThe larvae form into juvenile fish.\nThe juvenile fish grow into adult fish.\nThe adult fish mate.\nThe female fish lays eggs."", ""The frog eggs hatch.\nThe tadpole breaks free.\nSlowly, the gills disappear over the next 6 weeks.\nThe hind legs begin to form at 8 weeks.\nThe front legs form at 12 weeks.\nThe tail shrinks.\nThe mouth grows larger.\nThe tadpole can live on land as a frog.""]","There are places inside Earth where rock will melt.
 Melted rock inside the Earth is also called molten rock, or magma.
 Magma moves up through Earth's crust, but it does not always reach the surface.
 When magma erupts onto Earth's surface, it is known as lava.
 As lava flows from volcanoes it starts to cool.
 Minerals form when magma and lava cool.",C2
13,REDACTED1,652Describe the life cycle of a frog,"[""There are places inside Earth where rock will melt.\nMelted rock inside the Earth is also called molten rock, or magma.\nMagma moves up through Earth's crust, but it does not always reach the surface.\nWhen magma erupts onto Earth's surface, it is known as lava.\nAs lava flows from volcanoes it starts to cool.\nMinerals form when magma and lava cool."", ""A frog's life cycle begins when it reproduces and lays eggs that hatch into tadpoles. The tadpoles then grow and develop into adult frogs. During this process, the frog matures and reaches maturity. Once mature, the adult frog eats a variety of insects and other small creatures. At the end of its life cycle, the frog dies and the cycle begins again."", ""A female fish lays eggs.\nLarvae hatch from the eggs.\nThe larvae eat and grow.\nThe larvae form into juvenile fish.\nThe juvenile fish grow into adult fish.\nThe adult fish mate.\nThe female fish lays eggs."", ""The frog eggs hatch.\nThe tadpole breaks free.\nSlowly, the gills disappear over the next 6 weeks.\nThe hind legs begin to form at 8 weeks.\nThe front legs form at 12 weeks.\nThe tail shrinks.\nThe mouth grows larger.\nThe tadpole can live on land as a frog.""]","There are places inside Earth where rock will melt.
 Melted rock inside the Earth is also called molten rock, or magma.
 Magma moves up through Earth's crust, but it does not always reach the surface.
 When magma erupts onto Earth's surface, it is known as lava.
 As lava flows from volcanoes it starts to cool.
 Minerals form when magma and lava cool.",C2
14,REDACTED2,775How do cultural norms evolve?,"[""Blood sugar levels increase after a meal.\nCells in the pancreas release insulin.\nInsulin causes the body to absorb glucose from the blood.\nBlood sugar goes back to normal.\nBlood sugar is too low.\nThe amount of insulin goes down.\nCells in the pancreas release glucagon.\nThe liver turns stored glycogen into glucose.\nThe liver releases the glucose into the blood.\nBlood sugar goes back to normal."", ""Seeds are sown into the ground.\nThe earth where the seeds are planted is given water and fertilizer.\nThe seeds start to grow and become seedlings.\nThe plants are given water.\nThe seedlings grow into plants.\nWeeds growing near the plants are removed.\nThe plants grow to maturity."", ""Coal is harvested from a coal mine.\nThe coal is transported either by train or truck to power station.\nThe coal is burned in a furnace.\nWater is turned into steam in the boiler.\nThe steam is cooled in cooling towers.\nThe steam turns the turbines.\nThe generator makes electricity.\nThe electricity is sent through transformers."", ""Cultural norms are formed through a combination of values.\n They are further shaped and evolved through social interactions, as people share their experiences, which in turn produces new cultural norms.\n These changes are then integrated into the culture, resulting in a transformation of the existing cultural norms.""]","Blood sugar levels increase after a meal.
 Cells in the pancreas release insulin.
 Insulin causes the body to absorb glucose from the blood.
 Blood sugar goes back to normal.
 Blood sugar is too low.
 The amount of insulin goes down.
 Cells in the pancreas release glucagon.
 The liver turns stored glycogen into glucose.
 The liver releases the glucose into the blood.
 Blood sugar goes back to normal.",C4
15,REDACTED1,775How do cultural norms evolve?,"[""Blood sugar levels increase after a meal.\nCells in the pancreas release insulin.\nInsulin causes the body to absorb glucose from the blood.\nBlood sugar goes back to normal.\nBlood sugar is too low.\nThe amount of insulin goes down.\nCells in the pancreas release glucagon.\nThe liver turns stored glycogen into glucose.\nThe liver releases the glucose into the blood.\nBlood sugar goes back to normal."", ""Seeds are sown into the ground.\nThe earth where the seeds are planted is given water and fertilizer.\nThe seeds start to grow and become seedlings.\nThe plants are given water.\nThe seedlings grow into plants.\nWeeds growing near the plants are removed.\nThe plants grow to maturity."", ""Coal is harvested from a coal mine.\nThe coal is transported either by train or truck to power station.\nThe coal is burned in a furnace.\nWater is turned into steam in the boiler.\nThe steam is cooled in cooling towers.\nThe steam turns the turbines.\nThe generator makes electricity.\nThe electricity is sent through transformers."", ""Cultural norms are formed through a combination of values.\n They are further shaped and evolved through social interactions, as people share their experiences, which in turn produces new cultural norms.\n These changes are then integrated into the culture, resulting in a transformation of the existing cultural norms.""]","Blood sugar levels increase after a meal.
 Cells in the pancreas release insulin.
 Insulin causes the body to absorb glucose from the blood.
 Blood sugar goes back to normal.
 Blood sugar is too low.
 The amount of insulin goes down.
 Cells in the pancreas release glucagon.
 The liver turns stored glycogen into glucose.
 The liver releases the glucose into the blood.
 Blood sugar goes back to normal.",C4
16,REDACTED2,468How does a distillation system works?,"[""A plant produces a fruit with seeds in it.\nAn animal eats the fruit.\nThe animal wanders to another area.\nThe animal defecates.\nThe seeds are included in the waste.\nThe seeds produce a new plant."", ""In a distillation system, the solution is heated and the solute evaporates.\n The vapor is then cooled and condensed, forming a pure liquid that collects in a separate container.\n The impurities are left behind in the distilling chamber."", ""Air enters the lungs through bronchial tubes.\nAir enters bronchioles.\nBronchioles have tiny air sacs called alveoli.\nAlveoli surrounded by small blood vessels.\nOxygen absorbed by small blood vessels.\nVessels deliver oxygen to every cell in the body.\nBlood brings carbon dioxide back to lungs.\nCarbon dioxide released when you exhale."", ""Bees go out during the day and gather food.\nThen while gathering of their food, they make wax, which is the building block of their bee hive.\nBees make food called honey.\nThey use a sticky, glue-like substance called propolis as a binding to hold their hives together.\nBees produce all of the building blocks to build their hive in their own body.""]","A plant produces a fruit with seeds in it.
 An animal eats the fruit.
 The animal wanders to another area.
 The animal defecates.
 The seeds are included in the waste.
 The seeds produce a new plant.",C2
17,REDACTED1,468How does a distillation system works?,"[""A plant produces a fruit with seeds in it.\nAn animal eats the fruit.\nThe animal wanders to another area.\nThe animal defecates.\nThe seeds are included in the waste.\nThe seeds produce a new plant."", ""In a distillation system, the solution is heated and the solute evaporates.\n The vapor is then cooled and condensed, forming a pure liquid that collects in a separate container.\n The impurities are left behind in the distilling chamber."", ""Air enters the lungs through bronchial tubes.\nAir enters bronchioles.\nBronchioles have tiny air sacs called alveoli.\nAlveoli surrounded by small blood vessels.\nOxygen absorbed by small blood vessels.\nVessels deliver oxygen to every cell in the body.\nBlood brings carbon dioxide back to lungs.\nCarbon dioxide released when you exhale."", ""Bees go out during the day and gather food.\nThen while gathering of their food, they make wax, which is the building block of their bee hive.\nBees make food called honey.\nThey use a sticky, glue-like substance called propolis as a binding to hold their hives together.\nBees produce all of the building blocks to build their hive in their own body.""]","A plant produces a fruit with seeds in it.
 An animal eats the fruit.
 The animal wanders to another area.
 The animal defecates.
 The seeds are included in the waste.
 The seeds produce a new plant.",C2
18,REDACTED1,652Describe the growth and development of a human being,"[""A human being reproduces by giving birth to an offspring. From birth, the human will go through a process of growth and development until it matures into adulthood. As the human reaches reproductive age, it is capable of producing its own offspring. This process of growth and development is essential for the survival of the human species."", ""Pressure pushes up from inside the volcano.\nLava comes out of the volcano.\nAsh clouds and rocks also come out of some volcanos.\nThe things that come out of the volcano cause disturbances in the environment.\nThe eruption lasts for a long time for some eruptions.\nThe volcano loses the built up pressure.\nThe lava and other debris stop coming out of the volcano.\nMudslides and ash clouds cause problems after some eruptions."", ""A female fish lays eggs.\nLarvae hatch from the eggs.\nThe larvae eat and grow.\nThe larvae form into juvenile fish.\nThe juvenile fish grow into adult fish.\nThe adult fish mate.\nThe female fish lays eggs."", ""Acid rain flows through soil.\nChemicals from the acid rain kill plants and trees.\nThe acid rainwater flows into rivers and streams.\nThe chemicals kill fish.\nThe chemicals kill animals that drink the water.\nNitrogen builds up.\nNitrogen destroys fish and shellfish populations.""]","A human being reproduces by giving birth to an offspring. From birth, the human will go through a process of growth and development until it matures into adulthood. As the human reaches reproductive age, it is capable of producing its own offspring. This process of growth and development is essential for the survival of the human species.",C1
19,REDACTED2,652Describe the growth and development of a human being,"[""A human being reproduces by giving birth to an offspring. From birth, the human will go through a process of growth and development until it matures into adulthood. As the human reaches reproductive age, it is capable of producing its own offspring. This process of growth and development is essential for the survival of the human species."", ""Pressure pushes up from inside the volcano.\nLava comes out of the volcano.\nAsh clouds and rocks also come out of some volcanos.\nThe things that come out of the volcano cause disturbances in the environment.\nThe eruption lasts for a long time for some eruptions.\nThe volcano loses the built up pressure.\nThe lava and other debris stop coming out of the volcano.\nMudslides and ash clouds cause problems after some eruptions."", ""A female fish lays eggs.\nLarvae hatch from the eggs.\nThe larvae eat and grow.\nThe larvae form into juvenile fish.\nThe juvenile fish grow into adult fish.\nThe adult fish mate.\nThe female fish lays eggs."", ""Acid rain flows through soil.\nChemicals from the acid rain kill plants and trees.\nThe acid rainwater flows into rivers and streams.\nThe chemicals kill fish.\nThe chemicals kill animals that drink the water.\nNitrogen builds up.\nNitrogen destroys fish and shellfish populations.""]","A human being reproduces by giving birth to an offspring. From birth, the human will go through a process of growth and development until it matures into adulthood. As the human reaches reproductive age, it is capable of producing its own offspring. This process of growth and development is essential for the survival of the human species.",C1
20,REDACTED2,1207Describe the steps in how a crack on a bridge is treated and repaired,"[""Water droplets in clouds collide.\nBecome bigger drops.\nIce particles also grow in clouds.\nDrops and ice particles get heavier.\nDrops fall to the ground.\nIce particles fall from the clouds.\nIce particles fall through warmer air and melt.\nIce reaches the ground as rain drops."", ""A bird picks a spot high spot, often in a tree.\nThe bird collects bits of sticks and grass.\nThe sticks and grasses are placed between support branches.\nLeaves, mud and spider webs are added to the sticks.\nThe mud, leaves and webs glue the sticks together.\nThe solid nest supports the eggs."", ""The first step to treating and repairing a crack on a bridge is to apply epoxy to the crack. This helps to close the fracture and prevents further damage. A steel plate is then used to cover the fracture. Finally, reinforcement is used to close the fracture, ensuring that the crack is properly sealed and the bridge is structurally sound."", ""Choose what you want to write your letter on.\nThink of what you want to say.\nWrite some nice things!.\nPlace the letter into an envelope.\nPut a stamp on the top right corner of the face of the envelope.\nWrite the address of the recipient on the envelope.\nPut the envelope in your mailbox.\nRaise the flag on your mailbox, indicating to the mailman that you have outgoing mail.""]","Water droplets in clouds collide.
 Become bigger drops.
 Ice particles also grow in clouds.
 Drops and ice particles get heavier.
 Drops fall to the ground.
 Ice particles fall from the clouds.
 Ice particles fall through warmer air and melt.
 Ice reaches the ground as rain drops.",C3
